Bin Center (keV),det00,err00,det01,err01,det02,err02,det03,err03,det04,err04,det05,err05,det10,err10,det11,err11,det12,err12,det13,err13,det14,err14,det15,err15,all,err
65.5,3.55527e-07,1.48728e-07,5.63941e-07,1.56159e-07,0,0,3.25947e-07,1.35608e-07,6.41547e-07,1.59969e-07,4.54656e-07,1.46233e-07,5.12048e-07,1.61118e-07,4.19075e-07,1.39692e-07,6.20852e-07,1.62789e-07,7.81239e-07,1.7461e-07,6.41547e-07,1.64913e-07,2.29941e-07,1.29704e-07,6.07451e-06,5.55115e-07
66.5,6.69576e-07,1.7245e-07,4.65639e-07,1.44495e-07,0,0,3.67337e-07,1.31804e-07,3.46642e-07,1.3815e-07,2.66523e-07,1.25749e-07,5.34311e-07,1.69184e-07,5.89809e-07,1.58287e-07,3.82859e-07,1.40361e-07,4.08728e-07,1.56159e-07,4.03554e-07,1.42818e-07,4.02397e-07,1.35572e-07,5.23962e-06,5.31157e-07
67.5,7.1698e-07,1.80605e-07,2.94905e-07,1.27047e-07,0,0,4.60465e-07,1.47339e-07,8.17455e-07,1.67009e-07,2.76975e-07,1.31897e-07,5.51008e-07,1.60444e-07,4.86334e-07,1.44124e-07,5.48419e-07,1.53827e-07,5.12203e-07,1.62047e-07,7.39849e-07,1.75222e-07,5.17368e-07,1.61159e-07,6.43725e-06,5.63914e-07
68.5,5.15514e-07,1.72042e-07,2.79383e-07,1.36493e-07,0,0,7.34675e-07,1.70656e-07,5.12203e-07,1.57013e-07,3.39686e-07,1.27474e-07,4.39694e-07,1.59476e-07,6.10505e-07,1.62953e-07,2.27646e-07,1.31499e-07,5.17377e-07,1.51725e-07,4.75987e-07,1.57609e-07,6.95049e-07,1.70705e-07,5.83268e-06,5.59932e-07
69.5,4.85887e-07,1.59877e-07,6.20852e-07,1.60303e-07,0,0,6.05331e-07,1.52867e-07,5.94983e-07,1.55644e-07,3.03104e-07,1.31378e-07,6.23363e-07,1.73165e-07,5.07029e-07,1.51901e-07,5.79462e-07,1.68287e-07,6.77763e-07,1.71516e-07,7.45023e-07,1.75146e-07,2.66523e-07,1.38166e-07,6.56392e-06,5.73764e-07
70.5,5.33291e-07,1.74776e-07,6.15678e-07,1.60387e-07,0,0,4.8116e-07,1.52341e-07,2.43167e-07,1.28096e-07,2.14263e-07,1.2683e-07,4.45259e-07,1.47256e-07,6.51895e-07,1.57269e-07,5.32898e-07,1.54088e-07,3.88033e-07,1.53914e-07,4.3977e-07,1.47702e-07,4.70334e-07,1.56778e-07,5.46418e-06,5.46569e-07
71.5,5.56993e-07,1.74374e-07,6.62242e-07,1.64588e-07,0,0,3.77685e-07,1.34617e-07,3.82859e-07,1.48695e-07,6.27112e-07,1.6443e-07,5.45443e-07,1.69001e-07,4.3977e-07,1.47702e-07,3.62164e-07,1.37859e-07,5.07029e-07,1.59634e-07,5.38072e-07,1.5913e-07,6.37564e-07,1.66739e-07,6.13784e-06,5.68073e-07
72.5,5.62918e-07,1.80216e-07,4.08728e-07,1.45511e-07,0,0,4.34596e-07,1.5313e-07,7.24327e-07,1.66045e-07,5.0169e-07,1.5092e-07,4.73088e-07,1.58892e-07,3.10426e-07,1.41689e-07,5.17377e-07,1.56928e-07,2.69036e-07,1.45235e-07,6.00157e-07,1.65561e-07,2.87426e-07,1.40713e-07,5.53903e-06,5.60553e-07
73.5,6.63651e-07,1.78552e-07,7.45022e-07,1.72838e-07,0,0,4.91508e-07,1.52165e-07,4.08728e-07,1.45511e-07,1.88134e-07,1.24109e-07,6.28929e-07,1.80951e-07,3.82859e-07,1.51371e-07,3.72511e-07,1.40551e-07,7.24327e-07,1.68446e-07,1.70734e-07,1.32614e-07,3.86719e-07,1.44637e-07,5.59661e-06,5.57588e-07
74.5,3.85154e-07,1.58444e-07,2.37993e-07,1.31295e-07,0,0,4.86334e-07,1.6246e-07,4.91508e-07,1.54781e-07,3.91945e-07,1.44542e-07,4.17431e-07,1.62744e-07,4.34596e-07,1.50485e-07,6.88111e-07,1.64181e-07,5.07029e-07,1.6213e-07,2.48341e-07,1.39979e-07,2.56071e-07,1.25966e-07,4.96325e-06,5.46478e-07
